start
done
         845400 function calls (831173 primitive calls) in 0.725 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3257(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3311(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3382(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3438(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3485(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3532(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3575(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3624(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3672(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4152(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4206(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2562(rv_discrete)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3333(rv_sample)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:40(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:97(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:193(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:283(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:328(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:368(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:412(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:425(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:457(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:623(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:689(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:744(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:799(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:875(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:926(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:977(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1042(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1099(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1137(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1195(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1256(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1362(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1438(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1483(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1536(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1606(foldcauchy_gen)
        1    0.000    0.000    0.092    0.092 stats.py:158(<module>)
        1    0.000    0.000    0.088    0.088 distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:425(rv_frozen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:584(rv_generic)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1314(rv_continuous)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:245(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:256(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:267(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:278(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:289(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:300(SHARPEN)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:311(SMOOTH)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:322(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:335(Color3DLUT)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
        1    0.000    0.000    0.001    0.001 interpolation.py:31(<module>)
        1    0.000    0.000    0.001    0.001 measurements.py:31(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectral.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wavelets.py:1(<module>)
        1    0.000    0.000    0.101    0.101 _peak_finding.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:376(<listcomp>)
        1    0.000    0.000    0.100    0.100 __init__.py:364(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3103(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 Image.py:3139(Exif)
        1    0.000    0.000    0.002    0.002 Image.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:38(deferred_error)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 TiffTags.py:358(_populate)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:28(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:32(MultibandFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:36(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:43(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:72(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:96(MedianFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:111(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:126(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:141(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:159(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:174(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(UnsharpMask)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:221(BLUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:234(CONTOUR)
        1    0.000    0.000    0.008    0.008 filters.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.005    0.005 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.004    0.004 pilutil.py:7(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:71(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:75(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 Image.py:79(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 Image.py:495(_E)
        1    0.000    0.000    0.000    0.000 Image.py:536(Image)
        1    0.000    0.000    0.000    0.000 Image.py:2432(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:2437(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 rbf.py:58(Rbf)
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:19(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lti_conversion.py:4(<module>)
        1    0.000    0.000    0.001    0.001 signaltools.py:4(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        1    0.000    0.000    0.000    0.000 timeit.py:49(<module>)
        1    0.000    0.000    0.000    0.000 _arraytools.py:3(<module>)
        1    0.000    0.000    0.011    0.011 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:170(<listcomp>)
        1    0.000    0.000    0.011    0.011 __init__.py:127(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:46(BSpline)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:521(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:629(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:768(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 fitpack2.py:918(BivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:999(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1064(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1131(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1217(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1299(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1391(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1525(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
        1    0.000    0.000    0.000    0.000 base.py:26(OdeSolver)
        1    0.000    0.000    0.000    0.000 base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 base.py:259(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:181(Radau)
        1    0.000    0.000    0.000    0.000 radau.py:540(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:81(RungeKutta)
        1    0.000    0.000    0.000    0.000 rk.py:173(RK23)
        1    0.000    0.000    0.000    0.000 rk.py:262(RK45)
        1    0.000    0.000    0.000    0.000 rk.py:367(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.005    0.005 __init__.py:172(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:107(interp2d)
        1    0.000    0.000    0.000    0.000 interpolate.py:345(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:704(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:927(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1332(BPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1877(NdPPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:2306(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:2672(_ppform)
        1    0.000    0.000    0.003    0.003 interpolate.py:2(<module>)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:12(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:19(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:808(_RangeFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:821(_OptFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:830(_NQuad)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1194(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
        1    0.000    0.000    0.000    0.000 bdf.py:444(BdfDenseOutput)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1691(<dictcomp>)
        1    0.000    0.000    0.001    0.001 distance.py:73(<module>)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:175(Rotation)
        1    0.000    0.000    0.000    0.000 rotation.py:1636(Slerp)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:27(Sobol)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:21(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:101(Complex)
        1    0.000    0.000    0.000    0.000 triangulation.py:583(VertexGroup)
        1    0.000    0.000    0.000    0.000 triangulation.py:636(Cell)
        1    0.000    0.000    0.000    0.000 triangulation.py:650(Simplex)
        1    0.000    0.000    0.000    0.000 triangulation.py:662(Vertex)
        1    0.000    0.000    0.000    0.000 triangulation.py:741(VertexCache)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:277(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1005(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:450(SHGO)
        1    0.000    0.000    0.000    0.000 _shgo.py:1583(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1592(LMapCache)
        1    0.000    0.000    0.007    0.007 _shgo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:106(<listcomp>)
        1    0.000    0.000    0.005    0.005 __init__.py:94(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:266(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:176(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:93(SphericalVoronoi)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:28(RootResults)
        1    0.000    0.000    0.000    0.000 zeros.py:1013(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:15(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:37(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:183(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:250(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:273(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:289(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:418(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:482(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:550(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:665(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:691(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:911(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1004(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1048(Anderson)
        1    0.000    0.000    0.000    0.000 nonlin.py:1184(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1231(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1271(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1329(KrylovJacobian)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:24(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 report.py:4(ReportBase)
        1    0.000    0.000    0.000    0.000 report.py:29(BasicReport)
        1    0.000    0.000    0.000    0.000 report.py:37(SQPReport)
        1    0.000    0.000    0.000    0.000 report.py:45(IPReport)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:375(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.005    0.005 _root.py:7(<module>)
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:12(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:196(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:457(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:506(IdentityVectorFunction)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:11(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:103(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:141(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:172(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:309(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:379(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:901(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:948(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        1    0.000    0.000    0.000    0.000 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:187(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:223(ProductOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.003    0.003 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:453(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:498(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:523(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:549(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:573(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:605(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:621(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:636(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:11(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:74(FunctionMaker)
        1    0.000    0.000    0.000    0.000 decorator.py:281(ContextManager)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:30(dok_matrix)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:151(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.009    0.009 __init__.py:110(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:156(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
